ID,Pred
2015_1116_1268,0.47692993
2015_1116_1277,0.47802225
2015_1116_1279,0.69473606
2015_1116_1295,0.9607177
2015_1116_1301,0.6876343
2015_1116_1308,0.9351247
2015_1116_1314,0.4867684
2015_1116_1316,0.9820971
2015_1116_1318,0.95086884
2015_1116_1320,0.4496856
2015_1116_1323,0.36901492
2015_1116_1326,0.6301101
2015_1116_1328,0.5633623
2015_1116_1329,0.66697836
2015_1116_1332,0.58618957
2015_1116_1344,0.6005192
2015_1116_1345,0.6881904
2015_1116_1352,0.9865665
2015_1116_1361,0.57657284
2015_1116_1372,0.7259169
2015_1116_1374,0.41936195
2015_1116_1385,0.66902626
2015_1116_1400,0.67538005
2015_1116_1411,0.95843416
2015_1116_1412,0.90545315
2015_1116_1414,0.92702
2015_1116_1417,0.71018827
2015_1116_1428,0.6120075
2015_1116_1433,0.405183
2015_1116_1434,0.9220654
2015_1116_1437,0.29265276
2015_1116_1438,0.28215364
2015_1116_1452,0.5081454
2015_1116_1455,0.4377126
2015_1116_1458,0.27236605
2015_1116_1459,0.9181123
2015_1116_1461,0.79854286
2015_1116_1462,0.6561339
2015_1124_1125,0.9579834
2015_1124_1129,0.8474029
2015_1124_1138,0.84650636
2015_1124_1139,0.5431253
2015_1124_1140,0.7195552
2015_1124_1153,0.7830145
2015_1124_1157,0.96734136
2015_1124_1172,0.7305235
2015_1124_1173,0.57440287
2015_1124_1181,0.28466797
2015_1124_1186,0.9360194
2015_1124_1207,0.58123076
2015_1124_1208,0.73862064
2015_1124_1209,0.94563925
2015_1124_1211,0.3272653
2015_1124_1214,0.98717064
2015_1124_1217,0.95917547
2015_1124_1231,0.6611697
2015_1124_1234,0.6719623
2015_1124_1235,0.45299825
2015_1124_1242,0.35353106
2015_1124_1246,0.16627601
2015_1124_1248,0.9658775
2015_1124_1257,0.45369577
2015_1124_1261,0.7968233
2015_1124_1264,0.98021275
2015_1124_1268,0.41989347
2015_1124_1277,0.511413
2015_1124_1279,0.77012235
2015_1124_1295,0.9573296
2015_1124_1301,0.705831
2015_1124_1308,0.9192465
2015_1124_1314,0.4306343
2015_1124_1316,0.9703664
2015_1124_1318,0.95360786
2015_1124_1320,0.47827682
2015_1124_1323,0.39011624
2015_1124_1326,0.60785586
2015_1124_1328,0.5587153
2015_1124_1329,0.7214699
2015_1124_1332,0.5506089
2015_1124_1344,0.5305158
2015_1124_1345,0.707369
2015_1124_1352,0.9786547
2015_1124_1361,0.6651547
2015_1124_1372,0.78307897
2015_1124_1374,0.43046305
2015_1124_1385,0.6957656
2015_1124_1400,0.60226357
2015_1124_1411,0.96103376
2015_1124_1412,0.9402381
2015_1124_1414,0.96164864
2015_1124_1417,0.6714582
2015_1124_1428,0.50551116
2015_1124_1433,0.44145438
2015_1124_1434,0.92605895
2015_1124_1437,0.34301254
2015_1124_1438,0.33003598
2015_1124_1452,0.5289599
2015_1124_1455,0.53846616
2015_1124_1458,0.27982458
2015_1124_1459,0.91859466
2015_1124_1461,0.81386673
2015_1124_1462,0.61848
2015_1125_1129,0.2201241
2015_1125_1138,0.23279713
2015_1125_1139,0.08143777
2015_1125_1140,0.0779959
2015_1125_1153,0.15544635
2015_1125_1157,0.5104316
2015_1125_1172,0.10199875
2015_1125_1173,0.07365541
2015_1125_1181,0.013216602
2015_1125_1186,0.39691094
2015_1125_1207,0.064931795
2015_1125_1208,0.11965962
2015_1125_1209,0.32285726
2015_1125_1211,0.022627344
2015_1125_1214,0.78457814
2015_1125_1217,0.39495957
2015_1125_1231,0.07428121
2015_1125_1234,0.08827908
2015_1125_1235,0.032505017
2015_1125_1242,0.025974248
2015_1125_1246,0.0075006885
2015_1125_1248,0.4940689
2015_1125_1257,0.05406456
2015_1125_1261,0.18007962
2015_1125_1264,0.56819844
2015_1125_1268,0.02617301
2015_1125_1277,0.06389827
2015_1125_1279,0.22797903
2015_1125_1295,0.5341915
2015_1125_1301,0.07356427
2015_1125_1308,0.462065
2015_1125_1314,0.051703017
2015_1125_1316,0.59190106
2015_1125_1318,0.35461375
2015_1125_1320,0.04603967
2015_1125_1323,0.015133209
2015_1125_1326,0.026085956
2015_1125_1328,0.045030855
2015_1125_1329,0.14485167
2015_1125_1332,0.042696454
2015_1125_1344,0.060217243
2015_1125_1345,0.08478483
2015_1125_1352,0.56005573
2015_1125_1361,0.07786421
2015_1125_1372,0.13265024
2015_1125_1374,0.038037013
2015_1125_1385,0.07664512
2015_1125_1400,0.075093366
2015_1125_1411,0.49819088
2015_1125_1412,0.3331258
2015_1125_1414,0.39426827
2015_1125_1417,0.08107335
2015_1125_1428,0.052160595
2015_1125_1433,0.05145058
2015_1125_1434,0.29628798
2015_1125_1437,0.01992782
2015_1125_1438,0.022799045
2015_1125_1452,0.07707349
2015_1125_1455,0.061141744
2015_1125_1458,0.025174834
2015_1125_1459,0.2679278
2015_1125_1461,0.22254898
2015_1125_1462,0.06100055
2015_1129_1138,0.504448
2015_1129_1139,0.26830503
2015_1129_1140,0.43553337
2015_1129_1153,0.49241456
2015_1129_1157,0.83065885
2015_1129_1172,0.4161068
2015_1129_1173,0.3265538
2015_1129_1181,0.111151546
2015_1129_1186,0.720456
2015_1129_1207,0.26620537
2015_1129_1208,0.39896825
2015_1129_1209,0.6148967
2015_1129_1211,0.12299928
2015_1129_1214,0.9711165
2015_1129_1217,0.70019114
2015_1129_1231,0.3164621
2015_1129_1234,0.3186241
2015_1129_1235,0.15785113
2015_1129_1242,0.08545849
2015_1129_1246,0.02276816
2015_1129_1248,0.7956937
2015_1129_1257,0.22452237
2015_1129_1261,0.45999092
2015_1129_1264,0.8573348
2015_1129_1268,0.10953061
2015_1129_1277,0.2184209
2015_1129_1279,0.5218163
2015_1129_1295,0.74500513
2015_1129_1301,0.3486191
2015_1129_1308,0.7783204
2015_1129_1314,0.20474645
2015_1129_1316,0.91140854
2015_1129_1318,0.65645456
2015_1129_1320,0.20447643
2015_1129_1323,0.11025615
2015_1129_1326,0.22131129
2015_1129_1328,0.26981884
2015_1129_1329,0.44126666
2015_1129_1332,0.21686573
2015_1129_1344,0.32968596
2015_1129_1345,0.400232
2015_1129_1352,0.85635805
2015_1129_1361,0.36019874
2015_1129_1372,0.36989862
2015_1129_1374,0.20004587
2015_1129_1385,0.30816886
2015_1129_1400,0.29213157
2015_1129_1411,0.86799
2015_1129_1412,0.7063735
2015_1129_1414,0.7063458
2015_1129_1417,0.28559124
2015_1129_1428,0.22733419
2015_1129_1433,0.19387433
2015_1129_1434,0.5939137
2015_1129_1437,0.100998275
2015_1129_1438,0.10388722
2015_1129_1452,0.2764633
2015_1129_1455,0.29815865
2015_1129_1458,0.13007602
2015_1129_1459,0.5086633
2015_1129_1461,0.59653467
2015_1129_1462,0.37837872
2015_1138_1139,0.3024748
2015_1138_1140,0.4282621
2015_1138_1153,0.46827975
2015_1138_1157,0.85023224
2015_1138_1172,0.37702754
2015_1138_1173,0.39657676
2015_1138_1181,0.10974171
2015_1138_1186,0.76187724
2015_1138_1207,0.21645471
2015_1138_1208,0.42814592
2015_1138_1209,0.63867295
2015_1138_1211,0.12189786
2015_1138_1214,0.976359
2015_1138_1217,0.69557506
2015_1138_1231,0.31160605
2015_1138_1234,0.35361132
2015_1138_1235,0.15477426
2015_1138_1242,0.10097284
2015_1138_1246,0.022412894
2015_1138_1248,0.8083455
2015_1138_1257,0.20349637
2015_1138_1261,0.4713273
2015_1138_1264,0.858259
2015_1138_1268,0.13479401
2015_1138_1277,0.23630717
2015_1138_1279,0.557749
2015_1138_1295,0.7701332
2015_1138_1301,0.30707005
2015_1138_1308,0.766329
2015_1138_1314,0.20086846
2015_1138_1316,0.9119366
2015_1138_1318,0.75116646
2015_1138_1320,0.24040763
2015_1138_1323,0.14351046
2015_1138_1326,0.25895286
2015_1138_1328,0.19246778
2015_1138_1329,0.38597423
2015_1138_1332,0.20541766
2015_1138_1344,0.25085136
2015_1138_1345,0.33363432
2015_1138_1352,0.8625869
2015_1138_1361,0.3753657
2015_1138_1372,0.31811705
2015_1138_1374,0.2111546
2015_1138_1385,0.30631906
2015_1138_1400,0.28906396
2015_1138_1411,0.8326727
2015_1138_1412,0.6889434
2015_1138_1414,0.71540934
2015_1138_1417,0.3309933
2015_1138_1428,0.2679868
2015_1138_1433,0.21563463
2015_1138_1434,0.6150777
2015_1138_1437,0.12835413
2015_1138_1438,0.10458098
2015_1138_1452,0.27624562
2015_1138_1455,0.29723364
2015_1138_1458,0.14847204
2015_1138_1459,0.5604997
2015_1138_1461,0.58627534
2015_1138_1462,0.28858072
2015_1139_1140,0.5896505
2015_1139_1153,0.68236244
2015_1139_1157,0.95524806
2015_1139_1172,0.5952966
2015_1139_1173,0.5384634
2015_1139_1181,0.22728203
2015_1139_1186,0.9193104
2015_1139_1207,0.49216753
2015_1139_1208,0.61319107
2015_1139_1209,0.8948887
2015_1139_1211,0.22431439
2015_1139_1214,0.9886557
2015_1139_1217,0.90299356
2015_1139_1231,0.5784976
2015_1139_1234,0.5887969
2015_1139_1235,0.35196066
2015_1139_1242,0.2831223
2015_1139_1246,0.108347945
2015_1139_1248,0.91938865
2015_1139_1257,0.39256772
2015_1139_1261,0.6361378
2015_1139_1264,0.9684768
2015_1139_1268,0.39986196
2015_1139_1277,0.3912574
2015_1139_1279,0.65560466
2015_1139_1295,0.93334824
2015_1139_1301,0.6455322
2015_1139_1308,0.87187314
2015_1139_1314,0.3286666
2015_1139_1316,0.9575934
2015_1139_1318,0.9065949
2015_1139_1320,0.38838896
2015_1139_1323,0.35396785
2015_1139_1326,0.52221954
2015_1139_1328,0.49084237
2015_1139_1329,0.63587
2015_1139_1332,0.4719094
2015_1139_1344,0.4994312
2015_1139_1345,0.582865
2015_1139_1352,0.9702682
2015_1139_1361,0.49984425
2015_1139_1372,0.6385777
2015_1139_1374,0.37764475
2015_1139_1385,0.63832784
2015_1139_1400,0.5483646
2015_1139_1411,0.9424808
2015_1139_1412,0.87432957
2015_1139_1414,0.9040103
2015_1139_1417,0.59986806
2015_1139_1428,0.47525585
2015_1139_1433,0.34552184
2015_1139_1434,0.8491344
2015_1139_1437,0.2346654
2015_1139_1438,0.21532227
2015_1139_1452,0.4591032
2015_1139_1455,0.39281005
2015_1139_1458,0.24813727
2015_1139_1459,0.83662677
2015_1139_1461,0.7393049
2015_1139_1462,0.54826975
2015_1140_1153,0.6266476
2015_1140_1157,0.9085218
2015_1140_1172,0.48292056
2015_1140_1173,0.49397427
2015_1140_1181,0.15342103
2015_1140_1186,0.84980613
2015_1140_1207,0.35121012
2015_1140_1208,0.5352262
2015_1140_1209,0.75022316
2015_1140_1211,0.16773063
2015_1140_1214,0.9851386
2015_1140_1217,0.8293005
2015_1140_1231,0.4871926
2015_1140_1234,0.49970895
2015_1140_1235,0.2667015
2015_1140_1242,0.14752248
2015_1140_1246,0.051158648
2015_1140_1248,0.8795214
2015_1140_1257,0.3086345
2015_1140_1261,0.54323643
2015_1140_1264,0.90715307
2015_1140_1268,0.24908
2015_1140_1277,0.39291462
2015_1140_1279,0.5812254
2015_1140_1295,0.817414
2015_1140_1301,0.5121782
2015_1140_1308,0.87049294
2015_1140_1314,0.29992163
2015_1140_1316,0.9673875
2015_1140_1318,0.8291322
2015_1140_1320,0.33492008
2015_1140_1323,0.18383506
2015_1140_1326,0.4024633
2015_1140_1328,0.37292084
2015_1140_1329,0.55957913
2015_1140_1332,0.39349723
2015_1140_1344,0.43155697
2015_1140_1345,0.504172
2015_1140_1352,0.91319156
2015_1140_1361,0.48725316
2015_1140_1372,0.41368937
2015_1140_1374,0.31563032
2015_1140_1385,0.47602123
2015_1140_1400,0.40914962
2015_1140_1411,0.9170255
2015_1140_1412,0.7763388
2015_1140_1414,0.80180573
2015_1140_1417,0.5105915
2015_1140_1428,0.3838664
2015_1140_1433,0.34698144
2015_1140_1434,0.7430113
2015_1140_1437,0.17040883
2015_1140_1438,0.15483731
2015_1140_1452,0.39963374
2015_1140_1455,0.32773632
2015_1140_1458,0.18748043
2015_1140_1459,0.66752887
2015_1140_1461,0.63938934
2015_1140_1462,0.42925775
2015_1153_1157,0.9063777
2015_1153_1172,0.39443862
2015_1153_1173,0.42455092
2015_1153_1181,0.13561149
2015_1153_1186,0.8284565
2015_1153_1207,0.35868138
2015_1153_1208,0.42588434
2015_1153_1209,0.76500905
2015_1153_1211,0.20467232
2015_1153_1214,0.9719192
2015_1153_1217,0.7389053
2015_1153_1231,0.47274327
2015_1153_1234,0.43530697
2015_1153_1235,0.23064393
2015_1153_1242,0.17172635
2015_1153_1246,0.036857184
2015_1153_1248,0.86477596
2015_1153_1257,0.26253486
2015_1153_1261,0.47183144
2015_1153_1264,0.93747073
2015_1153_1268,0.22517627
2015_1153_1277,0.27103424
2015_1153_1279,0.44493636
2015_1153_1295,0.84683603
2015_1153_1301,0.453189
2015_1153_1308,0.77678835
2015_1153_1314,0.24682836
2015_1153_1316,0.9425883
2015_1153_1318,0.8151627
2015_1153_1320,0.22677337
2015_1153_1323,0.21110682
2015_1153_1326,0.32892743
2015_1153_1328,0.30421492
2015_1153_1329,0.5031737
2015_1153_1332,0.26710656
2015_1153_1344,0.3341597
2015_1153_1345,0.4190581
2015_1153_1352,0.922277
2015_1153_1361,0.38650358
2015_1153_1372,0.39010373
2015_1153_1374,0.2619256
2015_1153_1385,0.46105668
2015_1153_1400,0.444366
2015_1153_1411,0.8685258
2015_1153_1412,0.7046499
2015_1153_1414,0.81131643
2015_1153_1417,0.42869213
2015_1153_1428,0.33041146
2015_1153_1433,0.2854048
2015_1153_1434,0.72754383
2015_1153_1437,0.15507798
2015_1153_1438,0.12524761
2015_1153_1452,0.34518394
2015_1153_1455,0.29691592
2015_1153_1458,0.13457064
2015_1153_1459,0.6329646
2015_1153_1461,0.5495592
2015_1153_1462,0.35325322
2015_1157_1172,0.055587865
2015_1157_1173,0.06319105
2015_1157_1181,0.008967711
2015_1157_1186,0.31571263
2015_1157_1207,0.03402539
2015_1157_1208,0.08348205
2015_1157_1209,0.25178733
2015_1157_1211,0.015648363
2015_1157_1214,0.77355623
2015_1157_1217,0.34169158
2015_1157_1231,0.034790482
2015_1157_1234,0.06823149
2015_1157_1235,0.01452759
2015_1157_1242,0.014421085
2015_1157_1246,0.005772253
2015_1157_1248,0.45418933
2015_1157_1257,0.027821973
2015_1157_1261,0.13920188
2015_1157_1264,0.54695076
2015_1157_1268,0.019866822
2015_1157_1277,0.037646357
2015_1157_1279,0.16648649
2015_1157_1295,0.49036413
2015_1157_1301,0.06933017
2015_1157_1308,0.35717297
2015_1157_1314,0.027971793
2015_1157_1316,0.53534937
2015_1157_1318,0.3265267
2015_1157_1320,0.0442445
2015_1157_1323,0.010639402
2015_1157_1326,0.021902667
2015_1157_1328,0.040650785
2015_1157_1329,0.11077482
2015_1157_1332,0.024328293
2015_1157_1344,0.044929165
2015_1157_1345,0.06340388
2015_1157_1352,0.5267788
2015_1157_1361,0.048037685
2015_1157_1372,0.08751307
2015_1157_1374,0.02744191
2015_1157_1385,0.061002664
2015_1157_1400,0.050802507
2015_1157_1411,0.41145024
2015_1157_1412,0.33489415
2015_1157_1414,0.39011723
2015_1157_1417,0.062283747
2015_1157_1428,0.024443367
2015_1157_1433,0.040149305
2015_1157_1434,0.28470445
2015_1157_1437,0.01321996
2015_1157_1438,0.014502837
2015_1157_1452,0.05001592
2015_1157_1455,0.05385392
2015_1157_1458,0.015138036
2015_1157_1459,0.21879417
2015_1157_1461,0.15272361
2015_1157_1462,0.05089735
2015_1172_1173,0.46392775
2015_1172_1181,0.14632386
2015_1172_1186,0.83994687
2015_1172_1207,0.36753678
2015_1172_1208,0.59131354
2015_1172_1209,0.77339876
2015_1172_1211,0.18980882
2015_1172_1214,0.9888094
2015_1172_1217,0.8209212
2015_1172_1231,0.5031515
2015_1172_1234,0.51087844
2015_1172_1235,0.27136683
2015_1172_1242,0.18734466
2015_1172_1246,0.06846105
2015_1172_1248,0.8931716
2015_1172_1257,0.27268484
2015_1172_1261,0.6491074
2015_1172_1264,0.93624884
2015_1172_1268,0.2558186
2015_1172_1277,0.42444724
2015_1172_1279,0.5656694
2015_1172_1295,0.83650947
2015_1172_1301,0.45859075
2015_1172_1308,0.8637975
2015_1172_1314,0.33450842
2015_1172_1316,0.9707092
2015_1172_1318,0.86291355
2015_1172_1320,0.30985412
2015_1172_1323,0.20503055
2015_1172_1326,0.35534805
2015_1172_1328,0.33102483
2015_1172_1329,0.48065883
2015_1172_1332,0.41739336
2015_1172_1344,0.47766194
2015_1172_1345,0.49473572
2015_1172_1352,0.9192175
2015_1172_1361,0.45917603
2015_1172_1372,0.5003742
2015_1172_1374,0.3006346
2015_1172_1385,0.4797077
2015_1172_1400,0.4129855
2015_1172_1411,0.9323044
2015_1172_1412,0.7804695
2015_1172_1414,0.8178772
2015_1172_1417,0.51963276
2015_1172_1428,0.33191225
2015_1172_1433,0.32520965
2015_1172_1434,0.79139805
2015_1172_1437,0.20789579
2015_1172_1438,0.16087084
2015_1172_1452,0.43350416
2015_1172_1455,0.33848584
2015_1172_1458,0.2001955
2015_1172_1459,0.7028121
2015_1172_1461,0.64619404
2015_1172_1462,0.47267428
2015_1173_1181,0.19281593
2015_1173_1186,0.8806237
2015_1173_1207,0.44921142
2015_1173_1208,0.5604674
2015_1173_1209,0.80917406
2015_1173_1211,0.2299763
2015_1173_1214,0.9894162
2015_1173_1217,0.84374887
2015_1173_1231,0.5797071
2015_1173_1234,0.54377043
2015_1173_1235,0.33571908
2015_1173_1242,0.21453622
2015_1173_1246,0.059905797
2015_1173_1248,0.9016454
2015_1173_1257,0.40235022
2015_1173_1261,0.5923964
2015_1173_1264,0.96913403
2015_1173_1268,0.31795686
2015_1173_1277,0.44446206
2015_1173_1279,0.63983434
2015_1173_1295,0.9057587
2015_1173_1301,0.5798119
2015_1173_1308,0.8956492
2015_1173_1314,0.3210574
2015_1173_1316,0.9753686
2015_1173_1318,0.85427445
2015_1173_1320,0.30553496
2015_1173_1323,0.22865142
2015_1173_1326,0.45804867
2015_1173_1328,0.49133462
2015_1173_1329,0.59463274
2015_1173_1332,0.44031453
2015_1173_1344,0.5047404
2015_1173_1345,0.627763
2015_1173_1352,0.94983476
2015_1173_1361,0.4665135
2015_1173_1372,0.53113276
2015_1173_1374,0.36532643
2015_1173_1385,0.51845634
2015_1173_1400,0.5736979
2015_1173_1411,0.9568633
2015_1173_1412,0.8394118
2015_1173_1414,0.8342652
2015_1173_1417,0.6229039
2015_1173_1428,0.3984031
2015_1173_1433,0.30382642
2015_1173_1434,0.7801863
2015_1173_1437,0.16285805
2015_1173_1438,0.19887517
2015_1173_1452,0.4167185
2015_1173_1455,0.4385727
2015_1173_1458,0.18608214
2015_1173_1459,0.7808577
2015_1173_1461,0.72945327
2015_1173_1462,0.51698875
2015_1181_1186,0.9718409
2015_1181_1207,0.77008146
2015_1181_1208,0.84381753
2015_1181_1209,0.9803586
2015_1181_1211,0.4032948
2015_1181_1214,0.99323386
2015_1181_1217,0.98352945
2015_1181_1231,0.8065165
2015_1181_1234,0.84406865
2015_1181_1235,0.69138336
2015_1181_1242,0.5253405
2015_1181_1246,0.2631919
2015_1181_1248,0.9835745
2015_1181_1257,0.7776811
2015_1181_1261,0.874512
2015_1181_1264,0.9904028
2015_1181_1268,0.73886657
2015_1181_1277,0.79163533
2015_1181_1279,0.889532
2015_1181_1295,0.9835189
2015_1181_1301,0.8644996
2015_1181_1308,0.96672463
2015_1181_1314,0.5988328
2015_1181_1316,0.9890527
2015_1181_1318,0.9765555
2015_1181_1320,0.6603268
2015_1181_1323,0.540757
2015_1181_1326,0.7600585
2015_1181_1328,0.79613346
2015_1181_1329,0.86655647
2015_1181_1332,0.7722796
2015_1181_1344,0.8254076
2015_1181_1345,0.8564971
2015_1181_1352,0.9896527
2015_1181_1361,0.8526148
2015_1181_1372,0.90885925
2015_1181_1374,0.698284
2015_1181_1385,0.8263828
2015_1181_1400,0.8495771
2015_1181_1411,0.983696
2015_1181_1412,0.9761738
2015_1181_1414,0.98043895
2015_1181_1417,0.88060576
2015_1181_1428,0.7649226
2015_1181_1433,0.68884456
2015_1181_1434,0.9650442
2015_1181_1437,0.44308606
2015_1181_1438,0.49784574
2015_1181_1452,0.75347155
2015_1181_1455,0.7585494
2015_1181_1458,0.46588284
2015_1181_1459,0.9589438
2015_1181_1461,0.9307844
2015_1181_1462,0.7701841
2015_1186_1207,0.084682144
2015_1186_1208,0.2514019
2015_1186_1209,0.42477974
2015_1186_1211,0.031148948
2015_1186_1214,0.8545446
2015_1186_1217,0.61263263
2015_1186_1231,0.09706396
2015_1186_1234,0.1407613
2015_1186_1235,0.048753064
2015_1186_1242,0.035672523
2015_1186_1246,0.008859561
2015_1186_1248,0.6796463
2015_1186_1257,0.05028304
2015_1186_1261,0.2973991
2015_1186_1264,0.66388506
2015_1186_1268,0.045417234
2015_1186_1277,0.09446679
2015_1186_1279,0.335452
2015_1186_1295,0.5427841
2015_1186_1301,0.18182491
2015_1186_1308,0.5502431
2015_1186_1314,0.068239056
2015_1186_1316,0.7656598
2015_1186_1318,0.514263
2015_1186_1320,0.07289402
2015_1186_1323,0.02810575
2015_1186_1326,0.07902182
2015_1186_1328,0.115028135
2015_1186_1329,0.19333236
2015_1186_1332,0.09660743
2015_1186_1344,0.13203755
2015_1186_1345,0.20834546
2015_1186_1352,0.7288854
2015_1186_1361,0.11688575
2015_1186_1372,0.24771754
2015_1186_1374,0.053036314
2015_1186_1385,0.1941628
2015_1186_1400,0.11545188
2015_1186_1411,0.59172857
2015_1186_1412,0.46324444
2015_1186_1414,0.52986616
2015_1186_1417,0.13031083
2015_1186_1428,0.05784592
2015_1186_1433,0.09117373
2015_1186_1434,0.45095408
2015_1186_1437,0.036751676
2015_1186_1438,0.02616194
2015_1186_1452,0.08688675
2015_1186_1455,0.10000347
2015_1186_1458,0.040961836
2015_1186_1459,0.37565973
2015_1186_1461,0.30961418
2015_1186_1462,0.15333335
2015_1207_1208,0.60952115
2015_1207_1209,0.88988703
2015_1207_1211,0.25346762
2015_1207_1214,0.98688215
2015_1207_1217,0.9107181
2015_1207_1231,0.6518812
2015_1207_1234,0.5665341
2015_1207_1235,0.34941995
2015_1207_1242,0.30333266
2015_1207_1246,0.11320524
2015_1207_1248,0.92235416
2015_1207_1257,0.43356353
2015_1207_1261,0.6062797
2015_1207_1264,0.97081226
2015_1207_1268,0.37397596
2015_1207_1277,0.4697784
2015_1207_1279,0.6878157
2015_1207_1295,0.9401326
2015_1207_1301,0.5924007
2015_1207_1308,0.9090569
2015_1207_1314,0.2920349
2015_1207_1316,0.95838547
2015_1207_1318,0.91126096
2015_1207_1320,0.39247105
2015_1207_1323,0.29467735
2015_1207_1326,0.539384
2015_1207_1328,0.49185726
2015_1207_1329,0.708242
2015_1207_1332,0.49367252
2015_1207_1344,0.5069431
2015_1207_1345,0.5628308
2015_1207_1352,0.9648708
2015_1207_1361,0.5431709
2015_1207_1372,0.7115983
2015_1207_1374,0.35954145
2015_1207_1385,0.6003513
2015_1207_1400,0.5830479
2015_1207_1411,0.9533535
2015_1207_1412,0.9154105
2015_1207_1414,0.93282294
2015_1207_1417,0.64523417
2015_1207_1428,0.5125892
2015_1207_1433,0.3814712
2015_1207_1434,0.8335047
2015_1207_1437,0.2014676
2015_1207_1438,0.20454201
2015_1207_1452,0.43098545
2015_1207_1455,0.4438897
2015_1207_1458,0.23788424
2015_1207_1459,0.8877677
2015_1207_1461,0.7831104
2015_1207_1462,0.56149536
2015_1208_1209,0.8054607
2015_1208_1211,0.19415733
2015_1208_1214,0.9814441
2015_1208_1217,0.84269
2015_1208_1231,0.42809758
2015_1208_1234,0.54382885
2015_1208_1235,0.27874315
2015_1208_1242,0.16248828
2015_1208_1246,0.07331959
2015_1208_1248,0.88472384
2015_1208_1257,0.32416272
2015_1208_1261,0.52412593
2015_1208_1264,0.9349395
2015_1208_1268,0.3407424
2015_1208_1277,0.38023803
2015_1208_1279,0.4906946
2015_1208_1295,0.8751926
2015_1208_1301,0.50050205
2015_1208_1308,0.7778308
2015_1208_1314,0.30048153
2015_1208_1316,0.9368211
2015_1208_1318,0.8627678
2015_1208_1320,0.25638115
2015_1208_1323,0.258166
2015_1208_1326,0.3542775
2015_1208_1328,0.36094287
2015_1208_1329,0.48455
2015_1208_1332,0.4290808
2015_1208_1344,0.39814115
2015_1208_1345,0.48087734
2015_1208_1352,0.93015796
2015_1208_1361,0.4753833
2015_1208_1372,0.41551396
2015_1208_1374,0.30765662
2015_1208_1385,0.504796
2015_1208_1400,0.41126433
2015_1208_1411,0.87859553
2015_1208_1412,0.7810523
2015_1208_1414,0.83426833
2015_1208_1417,0.479335
2015_1208_1428,0.37030205
2015_1208_1433,0.31445974
2015_1208_1434,0.76646113
2015_1208_1437,0.20967327
2015_1208_1438,0.17836714
2015_1208_1452,0.44374782
2015_1208_1455,0.27914765
2015_1208_1458,0.17668222
2015_1208_1459,0.71756095
2015_1208_1461,0.6348135
2015_1208_1462,0.42254344
2015_1209_1211,0.04136958
2015_1209_1214,0.9121954
2015_1209_1217,0.562478
2015_1209_1231,0.11860032
2015_1209_1234,0.19305564
2015_1209_1235,0.063835695
2015_1209_1242,0.038763825
2015_1209_1246,0.010463441
2015_1209_1248,0.6352059
2015_1209_1257,0.10109071
2015_1209_1261,0.35707703
2015_1209_1264,0.7345724
2015_1209_1268,0.05720463
2015_1209_1277,0.12824804
2015_1209_1279,0.42318192
2015_1209_1295,0.64613235
2015_1209_1301,0.19018587
2015_1209_1308,0.6079134
2015_1209_1314,0.08998122
2015_1209_1316,0.80818236
2015_1209_1318,0.5078874
2015_1209_1320,0.10996529
2015_1209_1323,0.032691184
2015_1209_1326,0.06962829
2015_1209_1328,0.15140001
2015_1209_1329,0.3106286
2015_1209_1332,0.10523855
2015_1209_1344,0.17958575
2015_1209_1345,0.22755897
2015_1209_1352,0.69919854
2015_1209_1361,0.20904475
2015_1209_1372,0.27794114
2015_1209_1374,0.09205645
2015_1209_1385,0.20363604
2015_1209_1400,0.14324899
2015_1209_1411,0.62809515
2015_1209_1412,0.61292297
2015_1209_1414,0.5974932
2015_1209_1417,0.18975252
2015_1209_1428,0.08930984
2015_1209_1433,0.11760246
2015_1209_1434,0.43967167
2015_1209_1437,0.04856198
2015_1209_1438,0.05981754
2015_1209_1452,0.11708101
2015_1209_1455,0.17174782
2015_1209_1458,0.06332561
2015_1209_1459,0.36883414
2015_1209_1461,0.4911409
2015_1209_1462,0.18668595
2015_1211_1214,0.995761
2015_1211_1217,0.9706871
2015_1211_1231,0.8054075
2015_1211_1234,0.7707904
2015_1211_1235,0.67426825
2015_1211_1242,0.62974674
2015_1211_1246,0.26172134
2015_1211_1248,0.9696074
2015_1211_1257,0.7274608
2015_1211_1261,0.8403552
2015_1211_1264,0.9923654
2015_1211_1268,0.68976843
2015_1211_1277,0.77826715
2015_1211_1279,0.877652
2015_1211_1295,0.9787663
2015_1211_1301,0.8136451
2015_1211_1308,0.9654027
2015_1211_1314,0.70452726
2015_1211_1316,0.9886541
2015_1211_1318,0.95730007
2015_1211_1320,0.6657393
2015_1211_1323,0.61721635
2015_1211_1326,0.7127167
2015_1211_1328,0.7848844
2015_1211_1329,0.8443399
2015_1211_1332,0.743226
2015_1211_1344,0.83253187
2015_1211_1345,0.8174904
2015_1211_1352,0.98850864
2015_1211_1361,0.8398157
2015_1211_1372,0.871538
2015_1211_1374,0.7122955
2015_1211_1385,0.7829265
2015_1211_1400,0.81254107
2015_1211_1411,0.9861748
2015_1211_1412,0.9702774
2015_1211_1414,0.97539604
2015_1211_1417,0.8424899
2015_1211_1428,0.7276157
2015_1211_1433,0.7702835
2015_1211_1434,0.9569945
2015_1211_1437,0.44556805
